,ilkid,firstname,lastname,leag_rg,gp_rg,minutes_rg,pts_rg,oreb_rg,dreb_rg,reb_rg,asts_rg,stl_rg,blk_rg,turnover_rg,pf_rg,fga_rg,fgm_rg,fta_rg,ftm_rg,tpa_rg,tpm_rg,leag_po,gp_po,minutes_po,pts_po,dreb_po,oreb_po,reb_po,asts_po,stl_po,blk_po,turnover_po,pf_po,fga_po,fgm_po,fta_po,ftm_po,tpa_po,tpm_po,position,firstseason,lastseason,weight,college,age,retirement_age,start_age,career_span,height,leag,firstyear,lastyear,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,tpa,tpm
763,DAMPILO01,Lou,Dampier,A,728.0,27770.0,13726.0,0.0,571.0,2282.0,4044.0,236.0,117.0,1337.0,1633.0,12047.0,5290.0,2849.0,2352.0,2217.0,794.0,A,94.0,3795.0,1465.0,0.0,0.0,286.0,617.0,0.0,0.0,0.0,196.0,1371.0,598.0,341.0,269.0,0.0,0.0,G,1967.0,1978.0,170.0,Kentucky,76.0,33.0,22.0,11.0,72.0,A,1967.0,1974.0,7.0,175.0,88.0,11.0,1.0,15.0,15.0,2.0,0.0,9.0,12.0,85.0,39.0,8.0,16.0,3.0
764,DAMPILO01,Lou,Dampier,A,728.0,27770.0,13726.0,0.0,571.0,2282.0,4044.0,236.0,117.0,1337.0,1633.0,12047.0,5290.0,2849.0,2352.0,2217.0,794.0,N,15.0,246.0,67.0,0.0,0.0,15.0,32.0,7.0,3.0,0.0,19.0,67.0,29.0,15.0,9.0,0.0,0.0,G,1967.0,1978.0,170.0,Kentucky,76.0,33.0,22.0,11.0,72.0,A,1967.0,1974.0,7.0,175.0,88.0,11.0,1.0,15.0,15.0,2.0,0.0,9.0,12.0,85.0,39.0,8.0,16.0,3.0
765,DAMPILO01,Lou,Dampier,N,232.0,4431.0,1553.0,61.0,200.0,261.0,643.0,171.0,36.0,134.0,219.0,1418.0,692.0,226.0,169.0,0.0,0.0,A,94.0,3795.0,1465.0,0.0,0.0,286.0,617.0,0.0,0.0,0.0,196.0,1371.0,598.0,341.0,269.0,0.0,0.0,G,1967.0,1978.0,170.0,Kentucky,76.0,33.0,22.0,11.0,72.0,A,1967.0,1974.0,7.0,175.0,88.0,11.0,1.0,15.0,15.0,2.0,0.0,9.0,12.0,85.0,39.0,8.0,16.0,3.0
766,DAMPILO01,Lou,Dampier,N,232.0,4431.0,1553.0,61.0,200.0,261.0,643.0,171.0,36.0,134.0,219.0,1418.0,692.0,226.0,169.0,0.0,0.0,N,15.0,246.0,67.0,0.0,0.0,15.0,32.0,7.0,3.0,0.0,19.0,67.0,29.0,15.0,9.0,0.0,0.0,G,1967.0,1978.0,170.0,Kentucky,76.0,33.0,22.0,11.0,72.0,A,1967.0,1974.0,7.0,175.0,88.0,11.0,1.0,15.0,15.0,2.0,0.0,9.0,12.0,85.0,39.0,8.0,16.0,3.0
767,DANDRBO01,Bob,Dandridge,N,839.0,29502.0,15530.0,908.0,2337.0,5715.0,2846.0,661.0,303.0,630.0,2940.0,13317.0,6445.0,3382.0,2638.0,12.0,2.0,N,98.0,3882.0,1967.0,0.0,0.0,754.0,365.0,44.0,29.0,0.0,377.0,1716.0,823.0,422.0,321.0,0.0,0.0,F,1969.0,1981.0,195.0,Norfolk State,73.0,33.0,21.0,12.0,78.0,N,1972.0,1978.0,4.0,74.0,26.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,25.0,12.0,3.0,0.0,0.0
768,DANIEAN01,Antonio,Daniels,N,563.0,12408.0,4382.0,136.0,869.0,1005.0,1840.0,378.0,65.0,616.0,609.0,3482.0,1562.0,1266.0,980.0,854.0,278.0,N,59.0,1247.0,501.0,95.0,17.0,112.0,136.0,37.0,5.0,47.0,65.0,365.0,169.0,148.0,127.0,95.0,36.0,G,1997.0,2004.0,195.0,Bowling Green,46.0,29.0,22.0,7.0,76.0,,,,,,,,,,,,,,,,,,,
769,DANIEER01,Erik,Daniels,N,21.0,72.0,13.0,7.0,11.0,18.0,4.0,2.0,0.0,6.0,7.0,18.0,6.0,0.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,F,2004.0,2004.0,214.0,Kentucky,39.0,22.0,22.0,0.0,80.0,,,,,,,,,,,,,,,,,,,
770,DANIELL01,Lloyd,Daniels,N,200.0,3549.0,1411.0,183.0,257.0,440.0,312.0,102.0,61.0,211.0,298.0,1373.0,553.0,206.0,153.0,481.0,152.0,N,12.0,140.0,50.0,13.0,11.0,24.0,5.0,3.0,1.0,7.0,12.0,50.0,19.0,8.0,7.0,15.0,5.0,G,1992.0,1997.0,205.0,Mount San Antonio,54.0,30.0,25.0,5.0,79.0,,,,,,,,,,,,,,,,,,,
771,DANIEMA01,Marquis,Daniels,N,116.0,2451.0,1022.0,153.0,208.0,361.0,244.0,136.0,26.0,130.0,175.0,915.0,423.0,211.0,158.0,71.0,18.0,N,16.0,349.0,151.0,40.0,25.0,65.0,29.0,16.0,6.0,28.0,29.0,135.0,58.0,49.0,33.0,13.0,2.0,G,2003.0,2004.0,200.0,Auburn,40.0,23.0,22.0,1.0,78.0,,,,,,,,,,,,,,,,,,,
772,DANIEME01,Mel,Daniels,A,628.0,22340.0,11739.0,0.0,1544.0,9494.0,1134.0,96.0,351.0,1374.0,2280.0,9950.0,4659.0,3676.0,2418.0,34.0,3.0,A,109.0,3901.0,1901.0,0.0,0.0,1608.0,168.0,0.0,0.0,0.0,433.0,1648.0,740.0,616.0,421.0,0.0,0.0,C,1967.0,1976.0,220.0,New Mexico  ,77.0,32.0,23.0,9.0,81.0,A,1967.0,1973.0,7.0,195.0,132.0,45.0,20.0,77.0,8.0,0.0,3.0,17.0,20.0,111.0,50.0,53.0,0.0,0.0
773,DANIEME01,Mel,Daniels,N,11.0,126.0,39.0,10.0,24.0,34.0,6.0,3.0,11.0,0.0,29.0,35.0,13.0,23.0,13.0,0.0,0.0,A,109.0,3901.0,1901.0,0.0,0.0,1608.0,168.0,0.0,0.0,0.0,433.0,1648.0,740.0,616.0,421.0,0.0,0.0,C,1967.0,1976.0,220.0,New Mexico  ,77.0,32.0,23.0,9.0,81.0,A,1967.0,1973.0,7.0,195.0,132.0,45.0,20.0,77.0,8.0,0.0,3.0,17.0,20.0,111.0,50.0,53.0,0.0,0.0
774,DANILPR01,Predrag,Danilovic,N,75.0,2331.0,957.0,41.0,141.0,182.0,149.0,69.0,12.0,153.0,209.0,754.0,331.0,223.0,176.0,314.0,119.0,N,3.0,60.0,25.0,0.0,1.0,1.0,4.0,1.0,0.0,3.0,8.0,18.0,9.0,3.0,3.0,10.0,4.0,G,1995.0,1996.0,200.0,none,51.0,26.0,25.0,1.0,77.0,,,,,,,,,,,,,,,,,,,
775,DANTLAD01,Adrian,Dantley,N,955.0,34151.0,23177.0,2207.0,3248.0,5455.0,2830.0,944.0,150.0,2503.0,2550.0,15121.0,8169.0,8351.0,6832.0,41.0,7.0,N,73.0,2515.0,1558.0,207.0,130.0,395.0,169.0,69.0,6.0,160.0,188.0,1012.0,531.0,623.0,496.0,3.0,0.0,F,1976.0,1990.0,208.0,Notre Dame,65.0,34.0,20.0,14.0,77.0,N,1979.0,1985.0,6.0,130.0,59.0,0.0,0.0,26.0,7.0,0.0,0.0,0.0,0.0,55.0,20.0,20.0,0.0,0.0
776,DANTMI01,Mike,D'antoni,N,130.0,1858.0,432.0,41.0,145.0,186.0,248.0,152.0,27.0,0.0,239.0,469.0,184.0,87.0,64.0,0.0,0.0,N,4.0,42.0,18.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,6.0,14.0,7.0,4.0,4.0,0.0,0.0,G,1973.0,1976.0,185.0,Marshall,70.0,25.0,22.0,3.0,75.0,,,,,,,,,,,,,,,,,,,
777,DANTOMI01,Mike,Dantoni,A,50.0,798.0,173.0,0.0,76.0,76.0,115.0,63.0,14.0,47.0,134.0,162.0,77.0,26.0,19.0,4.0,0.0,,,,,,,,,,,,,,,,,,,G,1975.0,1975.0,,,,,,,,,,,,,,,,,,,,,,,,,,
778,DARCEHE01,Henry,Darcey,N,12.0,90.0,11.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,29.0,18.0,3.0,9.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,C,1952.0,1952.0,217.0,Oklahoma A&M,91.0,22.0,22.0,0.0,79.0,,,,,,,,,,,,,,,,,,,
779,DARDEJI01,Jimmy,Darden,N,26.0,0.0,211.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,67.0,243.0,78.0,80.0,55.0,0.0,0.0,,,,,,,,,,,,,,,,,,,G,1949.0,1949.0,170.0,Denver,99.0,27.0,27.0,0.0,73.0,,,,,,,,,,,,,,,,,,,
780,DARDEOL01,Oliver,Darden,A,223.0,4811.0,2047.0,0.0,0.0,1381.0,219.0,0.0,0.0,278.0,693.0,1872.0,815.0,597.0,415.0,11.0,2.0,,,,,,,,,,,,,,,,,,,F,1967.0,1969.0,235.0,Michigan,77.0,25.0,23.0,2.0,78.5,,,,,,,,,,,,,,,,,,,
781,DAREYI01,Yinka,Dare,N,110.0,1002.0,233.0,101.0,180.0,281.0,4.0,12.0,70.0,96.0,179.0,217.0,86.0,107.0,61.0,0.0,0.0,,,,,,,,,,,,,,,,,,,C,1994.0,1997.0,265.0,George Washington,49.0,25.0,22.0,3.0,84.0,,,,,,,,,,,,,,,,,,,
782,DARKJE01,Jesse,Dark,N,47.0,401.0,170.0,15.0,22.0,37.0,30.0,3.0,1.0,0.0,48.0,157.0,74.0,40.0,22.0,0.0,0.0,N,2.0,11.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,6.0,1.0,5.0,5.0,0.0,0.0,G,1974.0,1974.0,210.0,Virginia Commonwealth,70.0,23.0,23.0,0.0,76.5,,,,,,,,,,,,,,,,,,,
783,DARNERI01,Rick,Darnell,A,11.0,120.0,26.0,0.0,36.0,36.0,9.0,5.0,3.0,14.0,30.0,30.0,11.0,7.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,C,1975.0,1975.0,215.0,San Jose State,68.0,22.0,22.0,0.0,82.0,,,,,,,,,,,,,,,,,,,
784,DARROJI01,Jimmy,Darrow,N,5.0,34.0,12.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,9.0,15.0,3.0,7.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,G,1961.0,1961.0,170.0,Bowling Green,84.0,24.0,24.0,0.0,70.0,,,,,,,,,,,,,,,,,,,
785,DAUGHBR01,Brad,Daugherty,N,548.0,20029.0,10389.0,1207.0,4020.0,5227.0,2028.0,422.0,397.0,1511.0,1466.0,7189.0,3823.0,3670.0,2741.0,14.0,2.0,N,41.0,1600.0,782.0,330.0,89.0,419.0,137.0,27.0,40.0,92.0,113.0,530.0,275.0,307.0,232.0,2.0,0.0,C,1986.0,1993.0,245.0,North Carolina,56.0,28.0,21.0,7.0,84.0,N,1987.0,1992.0,5.0,76.0,34.0,0.0,0.0,24.0,3.0,0.0,0.0,0.0,0.0,29.0,15.0,7.0,0.0,0.0
786,DAUGHMA01,Mack,Daughtry,A,4.0,43.0,13.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,4.0,10.0,4.0,5.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,G,1970.0,1970.0,175.0,Albany State (GA),74.0,23.0,23.0,0.0,75.0,,,,,,,,,,,,,,,,,,,
787,DAVIDKO01,Kornel,David,N,109.0,1585.0,549.0,111.0,195.0,306.0,64.0,46.0,24.0,92.0,172.0,451.0,201.0,180.0,147.0,7.0,0.0,,,,,,,,,,,,,,,,,,,F,1998.0,2000.0,235.0,,50.0,29.0,27.0,2.0,81.0,,,,,,,,,,,,,,,,,,,
788,DAVIEBO01,Bob,Davies,N,462.0,8617.0,6594.0,0.0,0.0,980.0,2250.0,0.0,0.0,0.0,1566.0,6067.0,2292.0,2647.0,2010.0,0.0,0.0,N,34.0,571.0,458.0,0.0,0.0,78.0,149.0,0.0,0.0,0.0,112.0,457.0,154.0,190.0,150.0,0.0,0.0,G,1948.0,1954.0,175.0,Seton Hall,101.0,34.0,28.0,6.0,73.0,N,1950.0,1953.0,4.0,75.0,48.0,0.0,0.0,13.0,17.0,0.0,0.0,0.0,0.0,40.0,19.0,14.0,0.0,0.0
789,DAVISAN01,Antonio,Davis,N,859.0,25148.0,8825.0,2047.0,4500.0,6547.0,996.0,407.0,879.0,1295.0,2426.0,6930.0,3105.0,3587.0,2613.0,22.0,2.0,N,93.0,2647.0,902.0,458.0,228.0,686.0,83.0,57.0,102.0,144.0,310.0,650.0,311.0,414.0,279.0,1.0,1.0,F,1993.0,2004.0,215.0,UTEP,53.0,36.0,25.0,11.0,81.0,N,2000.0,2000.0,1.0,20.0,8.0,2.0,7.0,9.0,0.0,1.0,1.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0
790,DAVISAU01,Aubrey,Davis,N,59.0,0.0,287.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,136.0,381.0,107.0,115.0,73.0,0.0,0.0,,,,,,,,,,,,,,,,,,,G,1946.0,1946.0,175.0,Oklahoma Baptist,100.0,25.0,25.0,0.0,74.0,,,,,,,,,,,,,,,,,,,
791,DAVISBA01,Baron,Davis,N,409.0,14192.0,6374.0,358.0,1212.0,1570.0,2788.0,769.0,165.0,1098.0,1161.0,5683.0,2327.0,1554.0,1036.0,2082.0,684.0,N,35.0,1310.0,633.0,122.0,38.0,160.0,226.0,82.0,17.0,86.0,116.0,531.0,220.0,182.0,123.0,202.0,70.0,G,1999.0,2004.0,209.0,UCLA,42.0,25.0,20.0,5.0,75.0,N,2001.0,2003.0,2.0,29.0,9.0,1.0,0.0,1.0,12.0,1.0,0.0,4.0,1.0,13.0,4.0,0.0,8.0,1.0
792,DAVISBE01,Ben,Davis,N,40.0,154.0,54.0,30.0,23.0,53.0,5.0,6.0,2.0,7.0,25.0,59.0,21.0,26.0,12.0,0.0,0.0,,,,,,,,,,,,,,,,,,,F,1996.0,1999.0,240.0,Arizona,48.0,26.0,23.0,3.0,81.0,,,,,,,,,,,,,,,,,,,
793,DAVISBI01,Bill,Davis,N,47.0,0.0,84.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,92.0,146.0,35.0,41.0,14.0,0.0,0.0,,,,,,,,,,,,,,,,,,,F,1946.0,1946.0,215.0,Notre Dame,100.0,25.0,25.0,0.0,75.0,,,,,,,,,,,,,,,,,,,
794,DAVISBO01,Bob,Davis,N,9.0,41.0,16.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,5.0,28.0,6.0,6.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,F,1972.0,1972.0,215.0,Weber State,71.0,22.0,22.0,0.0,79.0,,,,,,,,,,,,,,,,,,,
795,DAVISBR01,Brad,Davis,N,961.0,22302.0,7866.0,301.0,1437.0,1738.0,4709.0,756.0,146.0,1377.0,2139.0,5820.0,2970.0,2001.0,1656.0,841.0,270.0,N,45.0,950.0,341.0,64.0,11.0,75.0,167.0,16.0,6.0,74.0,89.0,236.0,125.0,91.0,77.0,32.0,14.0,G,1977.0,1991.0,180.0,Maryland,65.0,35.0,21.0,14.0,75.0,,,,,,,,,,,,,,,,,,,
796,DAVISBR02,Brian,Davis,N,68.0,374.0,131.0,21.0,34.0,55.0,22.0,16.0,4.0,19.0,34.0,126.0,40.0,68.0,50.0,3.0,1.0,,,,,,,,,,,,,,,,,,,F,1993.0,1993.0,200.0,Duke,51.0,23.0,23.0,0.0,79.0,,,,,,,,,,,,,,,,,,,
797,DAVISCH01,Charlie,Davis,N,144.0,2653.0,1287.0,2.0,9.0,219.0,319.0,2.0,0.0,0.0,344.0,1240.0,506.0,341.0,275.0,0.0,0.0,,,,,,,,,,,,,,,,,,,G,1971.0,1973.0,160.0,Wake Forest,72.0,24.0,22.0,2.0,73.5,,,,,,,,,,,,,,,,,,,
798,DAVISCH02,Charlie,Davis,N,415.0,5050.0,2214.0,378.0,630.0,1008.0,309.0,127.0,74.0,334.0,634.0,2152.0,970.0,346.0,255.0,112.0,19.0,N,49.0,476.0,159.0,53.0,36.0,89.0,19.0,9.0,2.0,38.0,70.0,161.0,64.0,35.0,30.0,11.0,1.0,F,1982.0,1989.0,215.0,Vanderbilt,63.0,31.0,24.0,7.0,79.0,,,,,,,,,,,,,,,,,,,
799,DAVISDA01,Dale,Davis,N,1020.0,28966.0,8597.0,3039.0,5376.0,8415.0,960.0,681.0,1227.0,1071.0,2796.0,6681.0,3550.0,2667.0,1497.0,7.0,0.0,N,121.0,3575.0,890.0,687.0,383.0,1070.0,85.0,77.0,124.0,148.0,383.0,673.0,363.0,326.0,164.0,2.0,0.0,F,1991.0,2004.0,230.0,Clemson,52.0,35.0,22.0,13.0,83.0,N,1999.0,1999.0,1.0,14.0,4.0,5.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0
800,DAVISDW01,Dwight,Davis,N,340.0,8010.0,2936.0,402.0,1026.0,1991.0,529.0,139.0,149.0,0.0,1076.0,2669.0,1130.0,926.0,676.0,0.0,0.0,N,11.0,142.0,50.0,0.0,0.0,28.0,10.0,0.0,0.0,0.0,28.0,37.0,16.0,22.0,18.0,0.0,0.0,F,1972.0,1976.0,220.0,Houston,72.0,27.0,23.0,4.0,80.0,,,,,,,,,,,,,,,,,,,
801,DAVISED01,Edward,Davis,N,286.0,3711.0,1478.0,0.0,574.0,800.0,295.0,76.0,16.0,0.0,363.0,1265.0,579.0,380.0,320.0,0.0,0.0,N,22.0,300.0,100.0,0.0,0.0,46.0,17.0,0.0,0.0,0.0,33.0,82.0,38.0,26.0,24.0,0.0,0.0,F,1972.0,1976.0,195.0,Duquesne,71.0,26.0,22.0,4.0,79.0,,,,,,,,,,,,,,,,,,,
802,DAVISEM01,Emanual,Davis,N,226.0,3933.0,1100.0,76.0,364.0,440.0,396.0,167.0,29.0,267.0,344.0,1020.0,402.0,178.0,140.0,443.0,156.0,,,,,,,,,,,,,,,,,,,G,1996.0,2002.0,195.0,Delaware State,53.0,34.0,28.0,6.0,76.0,,,,,,,,,,,,,,,,,,,
803,DAVISHA01,Harry,Davis,N,44.0,424.0,175.0,29.0,43.0,72.0,16.0,14.0,8.0,26.0,74.0,165.0,72.0,45.0,31.0,0.0,0.0,,,,,,,,,,,,,,,,,,,F,1978.0,1979.0,220.0,Florida State,65.0,23.0,22.0,1.0,79.0,,,,,,,,,,,,,,,,,,,
804,DAVISHU01,Hubert,Davis,N,685.0,15135.0,5583.0,205.0,840.0,1045.0,1172.0,297.0,44.0,646.0,1011.0,4600.0,2108.0,763.0,639.0,1651.0,728.0,N,49.0,821.0,251.0,36.0,10.0,46.0,44.0,12.0,8.0,48.0,83.0,225.0,92.0,48.0,36.0,83.0,31.0,G,1992.0,2003.0,183.0,North Carolina,51.0,33.0,22.0,11.0,77.0,,,,,,,,,,,,,,,,,,,
805,DAVISJA01,James,Davis,N,3.0,16.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,2.0,0.0,0.0,N,33.0,382.0,142.0,0.0,0.0,92.0,16.0,0.0,0.0,0.0,62.0,114.0,49.0,63.0,44.0,0.0,0.0,C,1955.0,1955.0,220.0,St. John's,89.0,23.0,23.0,0.0,79.0,,,,,,,,,,,,,,,,,,,
806,DAVISJI01,Jim,Davis,N,597.0,10027.0,3997.0,198.0,380.0,3109.0,739.0,89.0,66.0,0.0,1463.0,3291.0,1518.0,1425.0,961.0,0.0,0.0,,,,,,,,,,,,,,,,,,,C,1967.0,1974.0,225.0,Colorado,79.0,32.0,25.0,7.0,81.0,,,,,,,,,,,,,,,,,,,
807,DAVISJO01,Johnny,Davis,N,750.0,21200.0,9710.0,560.0,945.0,1505.0,3368.0,683.0,116.0,1398.0,1469.0,8258.0,3699.0,2777.0,2279.0,187.0,33.0,N,43.0,1070.0,445.0,27.0,8.0,78.0,157.0,11.0,2.0,17.0,80.0,392.0,178.0,114.0,89.0,3.0,0.0,G,1976.0,1985.0,170.0,Dayton,66.0,30.0,21.0,9.0,73.5,,,,,,,,,,,,,,,,,,,
808,DAVISJO02,Josh,Davis,N,46.0,351.0,122.0,30.0,54.0,84.0,12.0,8.0,4.0,17.0,48.0,116.0,44.0,18.0,15.0,55.0,19.0,N,2.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,F,2003.0,2004.0,235.0,Wyoming,41.0,24.0,23.0,1.0,80.0,,,,,,,,,,,,,,,,,,,
809,DAVISLE01,Lee,Davis,A,453.0,7805.0,3511.0,0.0,916.0,2195.0,435.0,68.0,80.0,349.0,1071.0,3130.0,1510.0,797.0,484.0,37.0,7.0,A,10.0,71.0,34.0,0.0,0.0,33.0,6.0,0.0,0.0,0.0,14.0,35.0,13.0,13.0,8.0,0.0,0.0,C,1968.0,1975.0,235.0,North Carolina College,76.0,30.0,23.0,7.0,80.0,A,1969.0,1969.0,1.0,9.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0
810,DAVISMA01,Mark,Davis,N,230.0,3681.0,1261.0,291.0,406.0,697.0,294.0,200.0,76.0,324.0,481.0,1071.0,473.0,438.0,287.0,114.0,28.0,,,,,,,,,,,,,,,,,,,F,1994.0,1999.0,210.0,Texas Tech,48.0,26.0,21.0,5.0,79.0,,,,,,,,,,,,,,,,,,,
811,DAVISMA02,Mark,Davis,N,33.0,258.0,127.0,16.0,21.0,37.0,14.0,13.0,5.0,12.0,39.0,102.0,49.0,34.0,28.0,10.0,1.0,,,,,,,,,,,,,,,,,,,F,1988.0,1988.0,195.0,Old Dominion,58.0,25.0,25.0,0.0,78.0,,,,,,,,,,,,,,,,,,,
812,DAVISME01,Mel,Davis,N,190.0,2572.0,1008.0,228.0,588.0,816.0,164.0,66.0,22.0,0.0,327.0,1147.0,431.0,206.0,146.0,0.0,0.0,N,7.0,40.0,24.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,3.0,24.0,11.0,2.0,2.0,0.0,0.0,F,1973.0,1976.0,220.0,St. John's,71.0,26.0,23.0,3.0,78.0,,,,,,,,,,,,,,,,,,,
813,DAVISMI01,Mike,Davis,A,51.0,836.0,377.0,0.0,0.0,76.0,66.0,0.0,45.0,36.0,87.0,340.0,143.0,112.0,85.0,23.0,6.0,,,,,,,,,,,,,,,,,,,G,1969.0,1972.0,185.0,Virginia Union,75.0,26.0,23.0,3.0,75.0,,,,,,,,,,,,,,,,,,,
814,DAVISMI01,Mike,Davis,N,191.0,4015.0,2066.0,0.0,0.0,435.0,346.0,0.0,0.0,0.0,535.0,1861.0,790.0,634.0,486.0,0.0,0.0,,,,,,,,,,,,,,,,,,,G,1969.0,1972.0,185.0,Virginia Union,75.0,26.0,23.0,3.0,75.0,,,,,,,,,,,,,,,,,,,
815,DAVISMI02,Mickey,Davis,A,23.0,126.0,64.0,0.0,0.0,41.0,9.0,0.0,0.0,17.0,23.0,63.0,25.0,20.0,14.0,2.0,0.0,,,,,,,,,,,,,,,,,,,F,1971.0,1971.0,,,,,,,,,,,,,,,,,,,,,,,,,,
816,DAVISMI03,Michael,Davis,N,8.0,28.0,14.0,3.0,7.0,10.0,0.0,0.0,4.0,0.0,4.0,10.0,4.0,10.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,F,1982.0,1982.0,230.0,Maryland,65.0,26.0,26.0,0.0,82.0,,,,,,,,,,,,,,,,,,,
817,DAVISMO01,Monti,Davis,N,2.0,10.0,3.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,5.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,F,1980.0,1980.0,205.0,Tennessee State,63.0,22.0,22.0,0.0,79.0,,,,,,,,,,,,,,,,,,,
818,DAVISRA01,Ralph,Davis,N,150.0,3202.0,1195.0,0.0,0.0,248.0,424.0,0.0,0.0,0.0,314.0,1332.0,545.0,155.0,105.0,0.0,0.0,,,,,,,,,,,,,,,,,,,G,1960.0,1961.0,180.0,Cincinnati,83.0,23.0,22.0,1.0,76.0,,,,,,,,,,,,,,,,,,,
819,DAVISRI01,Ricky,Davis,N,423.0,11450.0,5502.0,328.0,1086.0,1414.0,1250.0,444.0,125.0,924.0,762.0,4658.0,2092.0,1455.0,1117.0,576.0,201.0,N,11.0,363.0,134.0,29.0,8.0,37.0,28.0,11.0,2.0,33.0,30.0,114.0,48.0,42.0,31.0,19.0,7.0,G,1998.0,2004.0,195.0,Iowa,42.0,25.0,19.0,6.0,78.0,,,,,,,,,,,,,,,,,,,
820,DAVISRO01,Ron,Davis,N,78.0,951.0,417.0,56.0,83.0,139.0,53.0,43.0,11.0,66.0,115.0,374.0,157.0,177.0,101.0,8.0,2.0,,,,,,,,,,,,,,,,,,,G,1976.0,1981.0,198.0,Washington State,67.0,27.0,22.0,5.0,78.0,,,,,,,,,,,,,,,,,,,
821,DAVISTE01,Terry,Davis,N,480.0,10369.0,3061.0,1106.0,1776.0,2882.0,273.0,183.0,149.0,518.0,1176.0,2545.0,1202.0,1081.0,654.0,19.0,3.0,,,,,,,,,,,,,,,,,,,F,1989.0,2000.0,225.0,Virginia Union,54.0,33.0,22.0,11.0,81.0,,,,,,,,,,,,,,,,,,,
822,DAVISWA01,Walt,Davis,N,325.0,5344.0,1558.0,0.0,0.0,1397.0,231.0,0.0,0.0,0.0,915.0,1651.0,623.0,449.0,312.0,0.0,0.0,N,21.0,172.0,67.0,0.0,0.0,69.0,7.0,0.0,0.0,0.0,51.0,64.0,25.0,22.0,17.0,0.0,0.0,C,1953.0,1957.0,205.0,Texas A&M,90.0,26.0,22.0,4.0,80.0,,,,,,,,,,,,,,,,,,,
823,DAVISWA02,Warren,Davis,A,447.0,13090.0,5449.0,0.0,0.0,4097.0,944.0,0.0,0.0,627.0,1507.0,4215.0,2022.0,2030.0,1403.0,16.0,2.0,A,6.0,180.0,78.0,0.0,0.0,48.0,31.0,0.0,0.0,0.0,26.0,58.0,28.0,29.0,22.0,0.0,0.0,F,1967.0,1972.0,212.0,North Carolina A&T,78.0,29.0,24.0,5.0,78.0,A,1968.0,1968.0,1.0,20.0,6.0,4.0,3.0,7.0,2.0,0.0,0.0,3.0,2.0,8.0,3.0,0.0,0.0,0.0
824,DAVISWA03,Walter,Davis,N,1033.0,28859.0,19521.0,889.0,2164.0,3053.0,3878.0,1280.0,133.0,2541.0,2454.0,15871.0,8118.0,3676.0,3128.0,577.0,157.0,N,65.0,2073.0,1407.0,92.0,47.0,225.0,306.0,84.0,16.0,110.0,181.0,1144.0,572.0,311.0,258.0,25.0,5.0,G,1977.0,1991.0,193.0,North Carolina,67.0,37.0,23.0,14.0,78.0,N,1977.0,1977.0,1.0,15.0,10.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,6.0,3.0,4.0,0.0,0.0
825,DAVISWI01,Willie,Davis,A,8.0,29.0,18.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,10.0,15.0,7.0,8.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,C,1970.0,1970.0,234.0,North Texas State,76.0,25.0,25.0,0.0,80.0,,,,,,,,,,,,,,,,,,,
